Date,Food,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars,Trans,Utils,Rtail,Finan,Other,Mkt,RF
2001-06-01,  -2.45,  -1.20,   0.38,  -2.97,  -4.26,  -1.75,  -7.30,  -1.00,  -1.30,   5.00,  -8.48,  -6.15,  -2.86,   0.69,   0.37,  -1.94   0.28,   0.28
2001-07-01,   2.17,   1.26,  -2.12,  -3.36,   3.22,   4.35,  -2.31,  -2.24,  -4.07,   5.30,   2.07,  -3.84,   4.89,  -0.63,  -5.55,  -2.13   0.30,   0.30
2001-08-01,   4.42,  -4.38,   0.51,  -1.33,  -2.70,  -3.74,  -6.33,  -1.46, -10.02, -12.65,  -4.77,   0.53,  -7.73,  -5.26,  -8.49,  -6.40   0.31,   0.31
2001-09-01,  -1.90, -17.39, -16.71,  -9.16,   1.19, -14.52, -22.00, -16.76, -24.40, -15.37, -18.69,  -6.60,  -8.69,  -5.53,  -9.52,  -9.24   0.28,   0.28
2001-10-01,   1.16,   7.33,   6.33,   3.37,   0.65,   2.78,   2.50,   7.68,  18.63,   0.49,   5.12,   1.76,   3.62,  -1.53,   1.76,   2.48   0.22,   0.22
2001-11-01,   0.44,   9.45,   6.44,  10.89,   3.39,  16.24,  15.74,   9.17,  19.29,  16.57,   8.68,  -1.43,  10.12,   6.73,   9.21,   7.53   0.17,   0.17
2001-12-01,   2.47,   7.62,   3.88,  -1.14,  -2.92,   7.44,  -2.72,   7.25,  -1.97,  -1.76,   3.81,   4.04,   4.19,   3.15,   2.30,   1.61   0.15,   0.15
2002-01-01,   0.04,   5.25,   2.03,  -1.58,  -0.42,   0.06,  -0.26,  -0.44,   4.47,   2.39,   6.69,  -4.33,   3.43,  -1.19,  -4.82,  -1.44   0.14,   0.14
2002-02-01,   3.72,   0.06,   4.91,   4.40,   1.17,   1.88,   0.03,   7.27, -13.35,   2.68,   4.91,  -0.36,   0.39,  -1.11,  -4.13,  -2.30   0.13,   0.13
2002-03-01,   4.17,   4.25,   5.38,   5.12,  -0.03,  -0.93,   6.04,   9.28,  10.05,   7.31,   3.09,  10.29,   2.47,   6.29,   2.70,   4.24   0.13,   0.13
2002-04-01,   2.99,   3.71,   2.40,  -5.13,  -6.59,  -0.39,  -7.13,   3.07,  -7.53,   1.37,  -3.40,  -0.42,  -1.67,  -1.02, -10.17,  -5.21   0.15,   0.15
2002-05-01,   0.61,  -1.36,  -0.72,   1.58,  -1.27,  -3.07,   0.36,  -2.63,  -2.97,   1.23,   0.07,  -6.92,  -0.37,  -0.16,  -1.55,  -1.36   0.14,   0.14
2002-06-01,  -1.82,  -2.06,  -5.25,  -1.34,  -9.78,  -5.26,  -5.18,  -2.86, -16.02,  -8.18,   0.37,  -5.81,  -4.19,  -4.76,  -8.76,  -7.23   0.13,   0.13
2002-07-01,  -8.38, -11.88, -10.19,  -9.51,  -1.76, -12.87, -20.39, -13.90,  -9.41, -11.85,  -8.15, -12.14, -11.16,  -7.03,  -7.75,  -8.19   0.15,   0.15
2002-08-01,   0.56,  -1.28,   3.71,   1.77,   2.60,   2.03,  -4.83,   2.73,  -3.49,  -0.15,  -4.89,   3.40,   0.57,   2.25,  -0.04,   0.50   0.14,   0.14
2002-09-01,  -4.86,  -6.05, -11.22, -10.55,  -7.73, -12.48, -18.46,  -7.45, -16.50, -10.20,  -6.64, -10.88,  -9.40, -10.41, -10.68, -10.34   0.14,   0.14
2002-10-01,   4.86,   8.88,   3.89,   5.43,   6.94,   5.03,   6.42,   3.58,  14.76,  -4.14,   0.95,  -0.61,   5.66,   7.28,  12.29,   7.84   0.14,   0.14
2002-11-01,  -1.31,   6.08,   9.56,   9.76,   2.03,   0.07,  18.20,   5.55,  19.45,  11.12,   3.76,   1.58,   4.33,   3.22,   8.77,   5.96   0.12,   0.12
2002-12-01,  -0.93,  -4.83,  -4.83,  -4.57,  -3.06,  -4.88, -10.27,  -2.94, -14.58,  -7.44,  -0.69,   3.83,  -7.78,  -4.25,  -7.80,  -5.76   0.11,   0.11
2003-01-01,  -4.52,  -4.40,  -4.89,  -5.83,  -1.31,  -6.52,  -4.78,  -7.90,  -2.28,  -3.90,  -5.24,  -3.21,  -4.23,  -1.61,  -2.60,  -2.57   0.10,   0.10
2003-02-01,  -3.57,  -3.23,  -1.17,  -4.03,  -2.64,   4.94,   2.28,  -1.28,   3.69,  -5.05,  -5.98,  -3.98,  -2.60,  -3.27,  -2.13,  -1.88   0.09,   0.09
2003-03-01,   0.17,   4.80,   0.68,   3.93,   2.89,   2.29,  -3.26,  -0.52,  -2.59,  -1.94,   0.80,   4.31,   5.96,   0.21,   1.07,   1.09   0.10,   0.10
2003-04-01,   3.91,   8.16,   6.93,   9.93,   3.78,   9.77,  10.22,   8.04,  11.21,  16.80,   9.60,   7.23,   9.03,  11.14,   8.70,   8.18   0.10,   0.10
2003-05-01,   7.12,   3.99,   4.24,   0.94,   4.09,   9.85,  13.14,   2.69,  12.11,   2.38,   5.95,  10.16,   2.05,   5.61,   5.75,   6.05   0.09,   0.09
2003-06-01,   0.52,  -0.66,  -1.57,  -1.58,   5.04,   0.93,   2.15,   0.78,   0.15,   0.81,   2.47,   1.06,   3.55,   0.64,   1.43,   1.42   0.10,   0.10
2003-07-01,  -0.50,   4.85,   2.97,   7.85,  -3.27,   0.10,   6.92,   6.88,   9.20,   7.27,   3.46,  -5.43,   4.43,   4.37,   2.10,   2.33   0.07,   0.07
2003-08-01,  -0.63,   5.13,   4.27,   1.89,  -2.75,   6.03,   4.64,   4.08,   7.91,   8.15,   3.31,   1.92,   7.30,  -0.53,   2.73,   2.33   0.07,   0.07
2003-09-01,   0.80,  -1.60,  -5.75,  -6.13,   2.13,  -1.14,  -3.16,  -2.65,  -4.06,  -4.33,  -4.00,   3.84,  -5.67,   0.58,  -1.34,  -1.24   0.08,   0.08
2003-10-01,   4.56,  10.99,   8.49,   6.58,   1.55,  12.33,  19.21,  12.06,  13.21,   7.32,   9.48,   1.51,   8.88,   6.96,   4.10,   6.08   0.07,   0.07
2003-11-01,   2.67,   2.98,   0.64,   3.13,   2.05,   1.53,   3.56,   4.58,   3.62,   2.79,  -0.81,   0.95,  -0.07,   0.96,   0.96,   1.35   0.07,   0.07
2003-12-01,   3.35,   0.93,   2.32,   9.48,   5.48,   0.99,  10.65,   7.29,   0.45,  11.42,   5.51,   5.86,  -2.94,   4.14,   5.65,   4.29   0.08,   0.08
2004-01-01,  -0.30,  -1.61,   3.51,  -1.45,   1.79,  -1.83,   0.05,  -1.48,   2.71,  -1.59,  -1.51,   1.91,   0.23,   3.39,   3.65,   2.15   0.07,   0.07
2004-02-01,   4.76,   6.13,   2.51,   2.85,   2.11,   5.23,   6.37,   3.02,  -2.91,   0.28,  -0.33,   2.11,   7.67,   2.89,  -1.02,   1.40   0.06,   0.06
2004-03-01,   0.93,   2.42,  -2.81,  -1.77,  -3.61,   2.73,  -4.48,   3.46,  -1.72,  -1.67,  -2.23,   1.14,  -0.35,  -0.71,  -1.71,  -1.32   0.09,   0.09
2004-04-01,   1.84,  -1.84,  -4.24,  -0.65,   4.03,  -5.04,  -8.72,  -2.95,  -7.24,   4.00,   1.43,  -3.57,  -2.89,  -4.26,  -0.46,  -1.81   0.08,   0.08
2004-05-01,  -0.13,  -0.17,   1.01,   0.66,  -1.14,   2.25,   5.85,   0.34,   5.76,  -1.65,   1.63,   1.26,   0.16,   1.56,   0.79,   1.18   0.06,   0.06
2004-06-01,   1.15,   4.16,   2.93,   5.63,  -0.65,   0.25,   9.42,   5.08,   2.16,   4.73,   7.37,   2.03,  -0.37,   0.54,   2.84,   1.85   0.08,   0.08
2004-07-01,  -6.82,  -4.93,  -6.35,  -3.05,  -6.27,  -4.17,  -0.19,  -4.21,  -9.43,  -5.13,  -1.97,   1.06,  -2.33,  -2.23,  -4.33,  -4.04   0.10,   0.10
2004-08-01,   0.22,   0.16,   1.48,   3.02,   2.78,   5.15,  -0.23,  -1.09,  -6.00,  -2.79,  -0.45,   3.67,  -1.97,   3.12,  -0.79,   0.07   0.11,   0.11
2004-09-01,  -3.56,   2.83,   4.24,   4.66,  -4.07,   5.98,   7.97,   4.46,   2.70,   0.96,   2.25,   1.38,   2.33,   0.12,   2.99,   1.60   0.11,   0.11
2004-10-01,   2.72,   5.15,  -0.59,   0.21,  -2.23,   1.95,  -3.58,   5.12,   4.53,  -2.84,   2.50,   4.24,   2.95,   0.62,   2.04,   1.42   0.11,   0.11
2004-11-01,   2.14,   4.21,   8.58,   8.87,   1.80,   4.27,  13.05,  10.15,   5.71,   6.51,   6.45,   4.89,   3.21,   4.61,   4.81,   4.53   0.15,   0.15
2004-12-01,   5.03,   5.45,   3.85,   2.75,   5.81,   5.16,  -1.62,   1.13,   3.17,   5.05,   1.96,   2.48,   3.08,   4.16,   4.06,   3.42   0.16,   0.16
2005-01-01,  -0.47,  -2.61,  -4.07,  -1.33,  -3.86,   0.94,  -0.37,  -3.57,  -5.00,  -7.08,  -4.03,   1.76,  -0.41,  -2.08,  -3.95,  -2.75   0.16,   0.16
2005-02-01,  -0.18,   2.04,   0.24,   8.62,   3.54,   2.31,   9.77,   1.64,   3.27,   1.33,   3.25,   2.36,   0.10,  -0.25,  -0.77,   1.88   0.16,   0.16
2005-03-01,  -1.05,  -1.65,  -3.11,  -2.04,   0.75,  -3.57,  -7.55,  -3.73,  -2.76,  -8.19,   0.78,   0.61,   1.48,  -3.23,  -1.24,  -1.94   0.21,   0.21
2005-04-01,   1.36,  -7.25,  -9.29,  -7.40,   3.39,  -4.34,  -9.71,  -1.40,  -4.79, -10.53,  -3.70,   2.13,  -5.53,  -0.87,  -2.67,  -2.61   0.21,   0.21
2005-05-01,   2.29,   6.48,   5.21,   0.23,   1.23,   7.40,   0.19,   2.17,   9.65,   9.14,   5.09,   1.66,   6.25,   3.32,   3.15,   3.65   0.24,   0.24
2005-06-01,  -2.87,   5.33,   1.14,  -0.73,  -1.09,   2.18,  -2.70,   1.05,  -0.81,   2.55,  -1.38,   5.56,   2.68,   2.42,  -1.05,   0.58   0.23,   0.23
2005-07-01,   1.80,   3.14,   1.10,   4.78,   1.68,  10.26,  13.15,   7.50,   6.63,   7.59,   5.00,   2.98,   4.95,   1.74,   4.78,   3.92   0.24,   0.24
2005-08-01,  -0.99,  -3.34,  -2.44,  -6.27,   0.22,  -3.28,  -0.78,  -1.65,  -0.97,  -4.44,  -1.82,   1.25,  -6.50,  -1.45,  -0.64,  -1.20   0.30,   0.30
2005-09-01,   0.16,  -2.75,  -3.81,  -1.66,  -0.28,   0.70,   3.08,  -2.79,   0.51,  -4.88,   2.42,   4.38,  -1.67,   1.17,  -0.41,   0.48   0.29,   0.29
2005-10-01,  -1.07,  -2.86,  -3.24,   2.45,  -2.86,  -3.88,  -4.33,  -2.58,  -4.27,  -5.58,  -0.60,  -6.85,   2.22,   2.51,  -1.19,  -2.04   0.27,   0.27
2005-11-01,   0.89,   5.89,   6.85,   3.45,   0.20,   5.40,  12.91,   5.22,   6.97,   0.97,   6.00,  -0.22,   3.66,   4.49,   4.79,   3.61   0.31,   0.31
2005-12-01,  -1.46,   0.13,   0.75,   0.91,   3.76,  -1.28,   3.67,  -0.13,  -0.62,  -1.37,   2.30,   1.24,  -0.85,   0.31,  -1.30,  -0.24   0.32,   0.32
2006-01-01,  -0.48,   0.76,   4.46,   3.02,   1.98,   5.75,  14.93,   4.44,   5.82,   4.68,   3.84,   3.03,   1.55,   1.29,   2.23,   3.03   0.35,   0.35
2006-02-01,   1.60,   1.16,   2.36,   0.05,   1.33,  -0.73,  -2.96,   3.02,   0.78,  -1.68,   3.03,   0.23,   0.79,   1.60,   0.03,  -0.30   0.34,   0.34
2006-03-01,   1.63,   1.66,   4.46,   1.13,  -0.59,   1.34,  12.14,   3.84,   2.61,   1.66,   4.10,  -3.65,   2.73,   0.64,   2.56,   1.47   0.37,   0.37
2006-04-01,   0.81,  -0.45,  -2.41,   2.53,  -0.47,  -1.58,   7.65,  -0.83,   1.53,  -1.28,   2.13,   1.82,  -0.89,   2.81,  -0.46,   0.73   0.36,   0.36
2006-05-01,   2.78,  -3.27,  -3.79,  -2.20,  -1.99,  -6.56,  -4.63,  -4.75,  -6.42,   1.56,  -1.77,   1.51,  -1.38,  -3.60,  -2.83,  -3.56   0.43,   0.43
2006-06-01,  -0.55,   0.35,  -1.27,  -1.03,   1.21,  -3.84,   2.90,  -2.19,  -2.00,   1.32,   2.09,   2.42,   1.44,  -0.43,  -0.37,  -0.35   0.40,   0.40
2006-07-01,   2.41,  -3.06,  -2.86,  -4.49,   4.68,  -6.29,  -4.12,  -1.71,  -5.07,  -1.80,  -6.89,   4.83,  -4.72,   1.38,  -1.39,  -0.77   0.40,   0.40
2006-08-01,   3.26,   3.94,   3.54,   3.71,   3.59,   0.29,  -2.59,   1.87,   6.96,   2.62,  -0.66,   2.28,   3.03,   1.50,   3.36,   2.03   0.42,   0.42
2006-09-01,   0.63,   8.49,   4.50,   2.11,   0.78,   1.05,   0.07,   3.69,   2.42,   4.88,   3.95,  -2.12,   6.52,   3.59,   3.04,   1.84   0.41,   0.41
2006-10-01,   0.59,   7.42,   6.95,   6.11,   1.83,   4.72,  10.76,   5.30,   2.87,   4.72,   4.49,   5.36,   3.71,   2.01,   4.66,   3.22   0.41,   0.41
2006-11-01,   0.88,   4.20,   1.87,   3.25,   0.23,   4.23,   8.83,   3.24,   4.44,   1.63,   3.20,   3.06,  -2.43,   0.90,   1.60,   1.70   0.42,   0.42
2006-12-01,   2.46,   0.04,  -0.31,   1.12,   0.66,   1.55,  -2.62,   0.01,  -1.25,   0.22,  -1.05,   0.73,   1.34,   3.75,   1.88,   0.85   0.40,   0.40
2007-01-01,   1.22,   3.32,   1.80,   3.43,   3.08,   3.56,   9.72,   2.91,   1.60,   4.44,   4.27,   0.48,   3.39,   0.37,   2.34,   1.38   0.44,   0.44
2007-02-01,  -2.04,   1.84,   1.16,   2.33,  -2.77,  -1.74,   1.95,  -0.49,  -0.59,   0.32,  -0.97,   4.16,  -0.29,  -2.52,  -2.49,  -1.96   0.38,   0.38
2007-03-01,   2.72,   0.37,   0.01,   1.95,   0.76,  -4.68,   6.03,   2.28,   0.65,  -0.12,  -0.06,   4.33,   1.33,  -0.37,   1.06,   0.71   0.43,   0.43
2007-04-01,   4.04,   2.05,   7.22,   1.85,   5.31,   2.37,   3.37,   4.98,   5.95,   5.48,   4.12,   3.92,   2.60,   3.64,   3.45,   3.49   0.44,   0.44
2007-05-01,   2.82,   5.29,   1.71,   4.89,   1.42,   6.31,  10.49,   5.71,   4.80,   2.47,   5.18,   1.19,   1.84,   2.81,   3.63,   3.23   0.41,   0.41
2007-06-01,  -0.70,  -0.45,  -2.92,   2.24,  -3.62,  -3.86,  -3.33,  -0.07,   1.94,   3.63,  -2.17,  -4.82,  -2.19,  -3.68,  -1.04,  -1.96   0.40,   0.40
2007-07-01,  -3.00,  -4.46,  -6.76,  -0.97,  -3.96,  -6.02,  -4.60,  -0.68,   0.60,  -6.52,   1.21,  -3.73,  -5.14,  -7.44,  -2.47,  -3.72   0.40,   0.40
2007-08-01,   3.23,  -2.72,  -2.07,   2.53,   3.13,   0.48,  -2.35,   2.10,   3.64,  -1.46,  -1.53,   1.84,   1.01,   1.61,   0.75,   0.94   0.42,   0.42
2007-09-01,   6.22,   1.55,  -1.70,   5.57,   2.95,  -6.47,   7.58,   1.87,   3.88,   2.92,   4.03,   3.48,   0.68,   1.89,   3.91,   3.22   0.32,   0.32
2007-10-01,   2.53,  -0.83,   0.21,   3.80,   1.93,   0.74,   2.73,   1.99,   2.95,   2.13,   0.94,   6.56,   1.28,  -1.44,   3.31,   1.79   0.32,   0.32
2007-11-01,   1.03,  -8.07,  -6.96,  -4.40,   2.10,  -9.09,  -6.62,  -3.97,  -6.13, -10.64,  -3.64,  -0.71,  -2.27,  -6.21,  -5.71,  -4.80   0.34,   0.34
2007-12-01,  -0.65,  -7.19,  -3.85,   4.56,  -3.66,  -2.13,   2.19,  -3.61,   1.28,  -1.33,  -1.92,   0.90,  -2.80,  -4.13,  -0.26,  -0.87   0.27,   0.27
2008-01-01,  -7.45,   0.20,  -4.24,  -5.84,  -5.27,   4.36,  -9.84,  -6.92, -13.79,  -5.10,  -1.86,  -6.93,  -1.10,  -1.12,  -6.90,  -6.33   0.21,   0.21
2008-02-01,   1.87,  -4.26,  -5.97,   4.88,  -0.88,  -8.33,   8.15,  -1.77,  -0.48,  -6.47,  -3.61,  -3.03,  -4.36, -10.81,  -3.77,  -3.09   0.13,   0.13
2008-03-01,   2.71,   2.89,   0.07,  -1.63,  -0.79,   1.50,   0.23,   3.27,   0.46,  -2.53,  -0.67,   0.81,   2.65,  -3.93,   0.25,  -0.94   0.17,   0.17
2008-04-01,   0.06,   3.12,  -0.58,   9.71,  -2.62,   4.70,   6.48,   7.37,   7.04,  11.44,   7.62,   6.39,   5.77,   5.51,   2.56,   4.61   0.18,   0.18
2008-05-01,   2.28,   2.91,   1.73,   3.10,   2.58,   0.50,   9.25,   5.02,   6.42,  -0.35,   2.19,   3.59,   0.75,  -4.23,   2.69,   1.87   0.18,   0.18
2008-06-01,  -6.50, -12.75, -11.08,  -3.90,  -4.61, -12.39,  -5.80, -10.66,  -9.01, -18.18, -13.13,  -0.41,  -7.41, -17.54,  -9.33,  -8.43   0.17,   0.17
2008-07-01,   3.50,  -4.41,   8.79,  -1.39,   5.50,   1.21, -11.68,  -4.11,  -2.11,  -1.80,   4.02,  -7.10,   0.84,   7.21,   0.94,  -0.75   0.15,   0.15
2008-08-01,   0.88,   9.36,   4.15,  -3.38,   3.19,   8.88,  -6.78,   2.62,   2.42,   1.15,   3.20,  -0.46,   4.73,   0.39,   2.09,   1.53   0.13,   0.13
2008-09-01,  -0.80,  -1.34,  -5.50, -19.53,  -4.42,  -7.81, -30.98, -14.37, -16.96,  -9.64, -11.51, -11.84,  -4.98,  -4.88,  -8.71,  -9.35   0.15,   0.15
2008-10-01, -13.72, -22.52, -25.83, -22.23,  -9.75, -19.56, -32.41, -23.44, -20.90, -28.60, -13.57, -11.12, -14.58, -20.19, -17.45, -17.20   0.08,   0.08
2008-11-01,  -2.91, -15.38, -11.22, -17.33,  -3.93,  -3.80, -12.24,  -3.77, -10.37,  -7.71, -10.89,   1.26,  -7.48, -14.24,  -8.63,  -7.74   0.03,   0.03
2008-12-01,  -0.38,   4.35,   2.10,  -2.37,   4.26,   2.71,  16.66,   8.48,   1.77,   2.34,   2.96,  -2.04,   4.67,   1.53,   2.31,   1.77   0.00,   0.00
2009-01-01,  -3.26, -12.91, -15.90,  -5.61,  -5.33, -12.42, -16.63, -10.30,  -4.78, -10.06, -10.27,  -0.84,  -8.41, -20.81,  -6.40,  -8.09   0.00,   0.00
2009-02-01,  -6.93, -10.00, -17.95,  -8.21, -10.24, -10.60, -18.81,  -8.41,  -8.52,  -3.53, -15.85, -12.52,  -1.75, -15.42,  -8.71, -10.14   0.01,   0.01
2009-03-01,   5.43,  16.50,   9.87,  16.65,   6.67,  14.81,  12.13,   5.06,  12.85,  11.29,   7.19,   2.82,  10.34,  14.77,   8.44,   9.01   0.02,   0.02
2009-04-01,   3.17,  23.93,  29.62,  17.71,  -0.50,  17.61,  25.89,  18.57,  15.83,  31.92,  16.21,   2.09,   8.19,  17.13,  10.94,  10.17   0.01,   0.01
2009-05-01,   6.52,   2.16,   1.54,   8.11,   7.80,  -5.70,   9.70,  -0.95,   2.07,  -5.78,   5.20,   4.64,  -0.36,  10.02,   3.03,   5.21   0.00,   0.00
2009-06-01,   0.82,  -3.51,   1.57,  -7.31,   2.09,  -0.07,   3.35,   2.61,   3.22,   4.72,  -1.35,   4.64,  -0.97,  -1.80,   2.31,   0.42   0.01,   0.01
2009-07-01,   5.84,  13.63,  16.87,  16.99,   6.62,  14.26,   3.76,   5.16,  12.10,  16.50,   7.13,   4.41,   5.81,   8.66,   6.81,   7.74   0.01,   0.01
2009-08-01,   0.37,   3.27,   7.46,   1.70,   1.38,   3.88,   3.64,   3.51,   2.26,  -0.54,   6.18,   0.25,   4.13,  10.00,   2.38,   3.33   0.01,   0.01
2009-09-01,   3.86,  11.43,   6.68,   7.43,   3.45,  -1.67,   6.45,   6.57,   6.30,  -0.74,   4.61,   2.24,   2.57,   1.36,   5.12,   4.08   0.01,   0.01
2009-10-01,  -0.44,  -2.96,  -2.79,  -4.21,  -0.46,  -6.73, -12.11,  -2.75,  -3.16,  -1.50,  -5.46,  -2.71,   1.49,  -4.95,  -3.38,  -2.53   0.00,   0.00
2009-11-01,   4.62,   1.82,   4.53,  10.05,   7.57,   4.90,   7.51,   1.30,   4.77,  11.46,  10.49,   4.58,   4.64,   4.67,   6.02,   5.63   0.00,   0.00
2009-12-01,   1.45,   5.02,   4.63,   2.62,   0.96,   6.12,  15.70,   4.97,   6.33,   5.73,   3.78,   5.87,   0.55,   0.55,   4.35,   2.80   0.01,   0.01
2010-01-01,  -2.06,  -3.63,  -3.48,  -4.34,  -0.46,  -2.88, -12.49,  -2.76,  -7.30,   0.39,  -2.16,  -4.45,  -1.28,  -0.65,  -3.91,  -3.35   0.00,   0.00
2010-02-01,   1.87,   7.18,   9.79,   5.78,   1.32,   6.14,   4.48,   7.42,   7.27,   6.60,   5.80,  -0.42,   3.67,   2.91,   2.54,   3.39   0.00,   0.00
2010-03-01,   5.08,  11.25,   5.51,   7.47,   3.25,   5.25,  11.99,   5.00,   7.76,   8.85,   8.99,   3.12,   6.49,   8.31,   6.16,   6.30   0.01,   0.01
2010-04-01,  -1.30,   4.92,   6.88,   2.51,  -1.98,  10.87,  -2.94,   3.54,   4.82,   6.57,   2.92,   2.85,   1.30,   1.13,   1.40,   1.99   0.01,   0.01
2010-05-01,  -4.70,  -6.28,  -5.41, -10.62,  -6.27,  -7.85,  -7.48,  -9.29,  -8.06,  -7.19,  -7.56,  -6.30,  -5.79,  -9.09,  -8.03,  -7.90   0.01,   0.01
2010-06-01,  -2.08,  -9.77,  -8.75,  -8.08,  -0.08, -14.02, -13.30,  -6.26,  -5.97,  -8.10,  -7.23,  -0.71,  -9.25,  -7.21,  -4.79,  -5.56   0.01,   0.01
2010-07-01,   6.71,   8.15,   3.94,  15.31,   3.44,   4.78,   8.26,  10.66,   7.58,  16.11,   9.68,   6.81,   4.92,   6.53,   7.18,   6.92   0.01,   0.01
2010-08-01,  -1.05,  -7.35,  -3.82,  -0.42,  -0.43,  -4.53,  -8.76,  -2.50,  -9.13,  -8.50,  -6.68,   0.36,  -3.40,  -8.49,  -4.18,  -4.78   0.01,   0.01
2010-09-01,   3.17,  17.35,  11.56,   9.95,   7.05,  10.57,  12.16,  10.73,  14.21,  12.06,  10.12,   3.65,  12.47,   7.24,  10.40,   9.55   0.01,   0.01
2010-10-01,   4.08,   3.39,   1.54,   8.97,   2.89,  -1.03,   4.66,   8.32,   5.06,   9.60,   5.50,   1.86,   2.41,   1.69,   4.47,   3.87   0.01,   0.01
2010-11-01,   0.18,   8.30,   5.05,   0.66,  -4.09,   2.04,   2.93,   3.57,   2.18,   7.45,   0.72,  -1.36,   5.06,  -0.30,  -1.17,   0.59   0.01,   0.01
2010-12-01,   4.55,   1.14,   6.60,   7.29,   4.45,  13.30,  13.27,   5.69,   6.07,   7.57,   3.92,   3.23,   1.59,  10.56,   6.83,   6.82   0.01,   0.01
2011-01-01,  -2.29,  -3.55,  -2.06,   1.71,  -1.91,   3.75,   3.90,   2.65,   4.95,  -0.93,   2.59,   2.18,  -1.82,   2.54,   2.28,   1.98   0.01,   0.01
2011-02-01,   2.48,   8.38,   4.07,   5.14,   3.75,   2.40,   3.94,   2.68,   2.83,  -3.05,   1.86,   2.42,   1.59,   2.72,   4.22,   3.48   0.01,   0.01
2011-03-01,   2.41,  -3.47,   4.97,   1.63,   1.94,   1.70,   0.76,   3.09,  -0.99,   2.34,   2.94,   0.92,   0.91,  -1.58,   0.43,   0.45   0.01,   0.01
2011-04-01,   4.17,   7.85,   5.41,   5.15,   6.52,  -0.23,   0.52,   1.77,   2.59,   2.27,   2.98,   4.00,   5.11,   0.67,   3.08,   2.90   0.00,   0.00
2011-05-01,   2.32,   0.78,   0.74,  -3.61,   3.17,  -3.05,  -5.30,  -0.28,  -2.91,  -2.65,  -0.80,   1.32,   1.53,  -2.67,  -1.07,  -1.27   0.00,   0.00
2011-06-01,   0.24,   3.10,   0.80,  -0.35,  -2.72,  -2.39,  -1.94,  -0.84,  -2.84,  -0.91,   0.08,  -0.34,  -1.00,  -2.30,  -1.47,  -1.74   0.00,   0.00
2011-07-01,  -1.70,   1.78,  -6.11,  -1.65,  -2.07,  -5.62,  -6.23,  -5.72,  -2.29,  -8.80,  -5.62,  -0.33,   0.67,  -3.91,  -2.80,  -2.35   0.00,   0.00
2011-08-01,  -0.12,  -5.89,  -7.15,  -8.57,   0.37,  -7.12, -13.21,  -6.21,  -7.81,  -9.28,  -6.86,   0.20,  -2.57,  -9.34,  -6.02,  -5.96   0.01,   0.01
2011-09-01,  -4.14,  -5.71, -12.83, -16.79,  -3.19,  -9.61, -20.58, -12.55,  -7.82, -11.34,  -7.30,  -1.61,  -3.19, -11.25,  -6.18,  -7.58   0.00,   0.00
2011-10-01,   3.61,  16.38,  16.58,  18.26,   4.76,  15.52,  18.15,  18.20,  14.84,  20.68,  13.04,   6.70,   8.75,  13.47,  10.20,  11.33   0.00,   0.00
2011-11-01,   0.45,  -3.55,  -3.39,  -1.21,   2.61,   6.34,  -1.46,   3.68,  -1.18,  -7.71,   1.69,   1.01,   0.22,  -3.16,  -0.65,  -0.27   0.00,   0.00
2011-12-01,   2.33,  -2.11,  -2.54,   0.28,   3.87,   3.06,  -5.25,  -3.42,  -1.50,  -0.71,   0.89,   2.91,   0.48,   1.76,   0.54,   0.75   0.00,   0.00
2012-01-01,   0.65,   9.49,  10.15,  11.48,  -1.12,   7.51,  12.34,   5.97,  11.53,  12.66,   5.73,  -2.71,   3.25,   7.35,   5.44,   5.05   0.00,   0.00
2012-02-01,   0.73,   6.32,  10.39,   1.91,   3.54,   5.64,  -2.69,   5.56,   6.63,   4.94,   1.70,   1.30,   2.81,   6.51,   4.17,   4.42   0.00,   0.00
2012-03-01,   3.76,   1.76,   4.53,   2.49,   3.87,   5.66,   0.65,   0.57,   3.58,   1.19,   0.43,   1.48,   4.75,   7.00,   3.30,   3.12   0.00,   0.00
2012-04-01,   0.98,  -0.09,  -4.19,   0.33,   0.27,   2.15,  -4.26,  -0.49,  -2.74,  -3.89,   0.62,   1.70,   1.04,  -2.35,  -0.45,  -0.85   0.00,   0.00
2012-05-01,  -1.62,  -5.48, -11.14,  -9.54,  -2.76,  -6.47, -14.57,  -5.47,  -8.56,  -7.57,  -4.80,  -0.88,  -1.50,  -9.19,  -5.32,  -6.17   0.01,   0.01
2012-06-01,   4.15,  -9.60,  -0.85,   3.27,   5.09,   6.22,   4.78,   0.48,   1.32,  -5.95,   3.49,   3.42,   2.16,   4.65,   5.12,   3.89   0.00,   0.00
2012-07-01,   0.73,   1.84,   2.19,  -1.26,   3.05,  -2.89,  -1.45,   1.69,   1.32,  -0.28,  -0.81,   3.50,   1.65,  -1.10,   0.16,   0.79   0.00,   0.00
2012-08-01,  -0.24,   8.11,   6.22,   2.78,  -0.44,   8.89,  -1.23,   1.17,   5.29,   2.94,   0.48,  -3.46,   2.57,   4.18,   2.57,   2.54   0.01,   0.01
2012-09-01,   1.12,   0.02,   3.26,   1.06,   2.80,   5.59,   3.76,   4.26,  -0.17,   2.39,  -1.08,   2.11,   1.69,   3.64,   4.29,   2.73   0.01,   0.01
